id	sentence
1060	If you're going to make a movie with the same title as a second-rate horror film, it should at least be as entertaining as that second-rate horror film.
1061	A well-constructed and genuinely tense thriller.
1062	Michael Douglas goes through the motions of playing an action man in this plodding and pedestrian political suspense thriller.
1063	An underwhelming political thriller.
1064	Douglas possesses an everyman appeal that is used to good effect in this movie to keep the audience securely on his side.
1065	way too predictible
1066	The fast-food of the genre - it "gets the job done" and fills you up, but the hunger for more will undoubtedly return sooner rather than later.
1067	A notch above most such throwaway thrillers.
1068	The SpongeBob SquarePants Movie takes on rather too much water during its extended feature-length submersion.
1069	The Nickelodeon cartoon series about an oceanic sponge and his starfish sidekick washes onto the big screen with a tide of weak one-liners, exaggerated reactions, and vaguely nauseating gags.
1070	Anyone expecting anything more risky will be sadly disappointed.
1071	Could SpongeBob, all gangly goodwill and ice cream appetite, be the anarchic savior for our stressed-out times?
1072	If you are a non-parent and you're entertained by this, wow, good for you.
1073	Like the TV show it's based on, it's a daffy, enjoyable creation.
1074	Very similar to the edgy animated TV show.
1075	It's never afraid to break out of movie conventions and revert back to its series randomness and sheer Monty Python-esque humor that made it a hit with kids in the first place.
1076	Brilliantly funny, inventive and delirious.
1077	The new feature film has some of the charm of the small-screen original, but it lacks the sustained goofiness of the series.
1078	It's an odd fable: Viktor is the mysterious visitor who shows us what the American Dream is all about-in the movie's terms, compassion for others -- without ever wanting to become an American himself.
1079	Even in the desolation of an airport lounge at midnight, Viktor is too pure, we realize, to entertain the ghost of a dirty thought.
1080	A feel-good film of such originality and sweetness in a summer of otherwise derivative sequels and remakes that it practically qualifies for miracle status.
1081	This is the first time in my life I wanted to spend more time in an airport terminal, and Spielberg is just such a brilliant filmmaker; the things he does with light and with motion and some amazing tracking shots.
1082	Probably the worst-directed film Spielberg has ever made.
1083	Spielberg was able to make a post-9/11 film about a foreigner in an American airport without getting on a soap box about terrorism or airport anxiety
1084	Lovely and well worth sharing with your family.
1085	A crowd-pleasing and entertaining film about humanity and heart with excellent performances and competent directing from Spielberg.
1086	Amiable if rather toothless fable.
1087	A great filmmaker doing minor work.
1088	The Terminal's conclusion was as awkward and aloof as O'Hare Airport in December.
1089	Neil LaBute's utterly misconceived remake of Robin Hardy's 1973 cult horror film is a boring, fright-free catastrophe.
1090	Despite retaining significant chunks of Shaffer's dialogue to go along with the basic story structure, LaBute has transformed the eerie, disturbing psychological thriller into an unintentional comedy.
1091	The Wicker Man is comically inept as a horror movie, unable to even manage an effective false scare, or sustain suspense for more than a beat or two.
1092	An exploitative mystery horror film in which Edward Woodward overacts his heart out.
1093	When The Wicker Man offers more laughs than Talladega Nights, it might be a sign for the auteur to switch brands to comedy
1094	Nicolas Cage gives the worst performance of his career opposite Kate Beahen in this useless update of Robin Hardy's far creepier 1973 original suspense movie based on Anthony Shaffer's novel.
1095	Laughable, awful, and downright ridiculous.
1096	A numbingly reliable tick-tock of expository set pieces alternating with vast CGI-aided battle scenes.
1097	A fairly routine action picture with an advanced case of grandeuritis.
1098	Harsh, serious, and both exhilarating and tragic, the right tonal combination for Homer.
1099	The latest in a very long line of films made to give us those things that other mediums could not provide.
1100	It's massive, opulent, passionate and -- unlike most summer time-wasters -- surprisingly intelligent.
1101	... several of the scenes are just some of the best battle scenes I've seen in a long time.
1102	overblown historical epic
1103	An adaptation of The Iliad that would have had to work much harder to miss the point of The Iliad any more thoroughly.
1104	Violent, watered-down version of The Iliad.
1105	While an achievement in visuals, Troy fails in every other aspect including its writing and storytelling.
1106	Despite its shortcomings, Troy is a visual smorgasbord.
1107	The face-off between Achilles and Hector is beautifully realized, all the more wounding because we can precisely read each man's emotions going into the fight.
1108	This thriller seems most interested in lingering over battered and bloodied male faces.
1109	Sarah Thorpe's screenplay is a compendium of by-the-book clichés; Kaufman's direction leaves the material stranded in a limbo between po-faced and trashy; Judd's approximation of drunkenness is worrying to behold.
1110	The outdated, cliche-riddled direction is so inept and indifferent that it's hard to believe Twisted was lensed by the same Philip Kaufman who made The Right Stuff.
1111	A suspense thriller without thrills or suspense.
1112	Judd is let down by Twisted because tearful, confused victim doesn't come naturally to her; she's not fun to watch suffer if you can't see her calculating the payback.
1113	This movie plays like they were reading [Roger Ebert's] little movie glossary and they took every cliche in there.
1114	Numbingly predictable, inept, and boring.
1115	At least the performances are solid.
1116	Judd, Samuel L. Jackson, Andy Garcia and David Strathairn all are wasted.
1117	Overcooked dialogue, some wildly implausible story devices, and a dearth of remotely likable characters, and Twisted is a crime story that just doesn't pay.
1118	Twisted is so bad I'm embarrassed to have seen it and therefore am a bit ashamed to write even an unkind review.
1119	Just like nearly all of Judd's past entries in the genre, this film isn't great, it's just average.
1120	The most receptive audience will mainly be enlightened to know that you can make a movie as thoroughly unprofessional as this one and still get it released in 3,000 theaters.
1121	Despite the expository speeches draped over this like birthday bunting, the story remains largely incomprehensible.
1122	Derivative, adolescent tosh.
1123	Ultra-dumb.
1124	Wimmer borrows all his best ideas from other movies...then spackles over his half-assed plot with a shiny aesthetic.
1125	Crank your brain to its lowest possible idle and you'll still overthink Ultraviolet.
1126	Woefully nonsensical from start to finish...
1127	One of the worst movies of 2006 so far.
1128	Really, you can't blame Ms. Jovovich.
1129	Undemanding, unengaging, and glaringly unoriginal, Ultraviolet gives real comic books a bad name.
1130	The narrative is so jumbled that even the actors can't seem to keep track of what exactly is meant to be happening.
1131	The epitome of what a feel-good movie is supposed to be but rarely is, this one is beautiful to look at and life-affirming to think about, and it doesn't have a pretentious bone in its head.
1132	The movie is sweet but deeply suspect: It's like Lost Horizon re-imagined by a realtor.
1133	... some of the most beautiful photography in any film I've seen this year.
1134	Has about as much in common with Frances Mayes as it does with Willie Mays, but it does have the marvelous Diane Lane.
1135	It is a glorious refreshment to spend time with characters who aren't twenty-something eye bait, someone's virtuous, whiny wife or other reductive archetypes.
1136	"Under the Tuscan Sun" is an amiable film that, in the tradition of escapist fiction, provides a nice, scenic getaway with just enough drama to keep the story from getting stagnant.
1137	Not much for teens in this book adaptation.
1138	a romantic abomination wherein the main character's best friend is a pregnant Asian lesbian who comes to Italy to visit and ends up ruining the story's only semi-romantic aspect, and extends its painful length for an extra half-hour in the process.
1139	An enjoyable, entertaining odyssey with beautiful landscapes, a fun mood, and a charming performance from the always sexy Diane Lane.
1140	Fans of Diane Lane ... should be happy with what amounts to a glowing vehicle for her.
1141	These vampires have no teeth -- hell, they don't even fly.
1142	The sort of movie in which the head vampire telegraphs his evil by using a cell phone and dressing like the Kinks' Ray Davies in the early '80s.
1143	Dark Shadows for the Playstation 2 generation.
1144	I've been waiting a long time to see a Shakespearean werewolf vampire movie and here it is.
1145	By any reasonable standard, this dark vampire epic -- all massive overacting, cologne-commercial design and sexy cat suits -- sucks.
1146	Pulpy, punk-ish story with some intense violence.
1147	...a hybrid horror and action film that succeeds as neither.
1148	Fails to deliver with anything truly tasty or memorable.
1149	...a relentlessly unpleasant fantasy epic...
1150	Tony Pierce-Roberts' cinematography perfectly captures the gothic comic-book feel.
1151	[Underworld] could use more plot and deepened characters and less vapid expository dialogue, flashbacks and ballets of bullets.
1152	I advise you catch up with Walk the Line, if only for Ms. Witherspoon's transcendent joyousness as a still-growing legend within a legend.
1153	Mangold was wisely generous with the amount of musical performance he included in the film, and the later scenes -- showing Cash and Carter as partners -- are so well shot and edited, they defy you to sit still.
1154	If Walk the Line isn't the full story of Johnny Cash, it's at least a crucial corner of it, a way of coaxing a legend down to a human scale, without shrinking that legend away to nothingness.
1155	Phoenix is terrific in Walk the Line - - the actor's taciturn, brooding persona dovetails beautifully with the role - - but it's his scenes opposite Witherspoon that give the movie its real spark.
1156	A Johnny Cash biopic equally packed with music and frustrated love, Walk the Line goes from compelling to enthralling.
1157	[Director] James Mangold's mostly excellent Walk the Line is designed as a Christian epic.
1158	It's a tidy Hollywood arc imposed on a messy real life, but it gets the job done.
1159	the acting compensates for the weaknesses in the script
1160	What made this film work, and what ultimately won it most of its acclaim, were the performances of the actors.
1161	Reverently reductive
1162	A fun, well acted, and well directed piece of filmmaking...
1163	Walk the Line isn't as great a biopic as Ray, but it's still a fine tribute to the Man in Black and his muse.
1164	Spielberg's calculations turn out to be more prominent than any effects they could possibly produce, and the less pretentious 1953 version by producer George Pal emerges as more likable.
1165	The film succeeds as pure sensation, an exacting distillation of fear.
1166	Steven Spielberg's War of the Worlds is huge and scary, moving and funny-another capper to a career that seems like an unending succession of captivations.
1167	There likely won't be a more gripping film this year than Spielberg's War Of The Worlds, which at its best glides along like choreography with a camera, slowly parsing out information while shrouding the rest in shadow and suggestion.
1168	Overall, the film is too lacking in feeling to provide a recognizably human experience.
1169	It's a thrilling ride...[but] this bountiful pot of signifiers leaves a caustic aftertaste.
1170	The story is affecting, the action scenes are thrilling, the issues are resonant.
1171	Alien invasion thriller too scary for young kids.
1172	so impressive in so many ways that it makes the frustration over its miserable final moments that much harder to bear
1173	...in its own right it works well enough most of the time to pass an entertaining couple of hours.
1174	Most gags are as weak as they are derivative, offering little incentive to suspend one's disbelief, and as for the gender politics, well... you can only imagine.
1175	[I]t's the worst movie of the year.
1176	Banshee-howlingly awful.
1177	A tawdry excuse for a movie, but it has a handful of shameless giggles.
1178	The film feels long when it should be brisk, and it's bloated with stretches of hot, dead air.
1179	Predictable farce isn't very funny or original.
1180	It's bad enough watching a dreadfully unfunny really awful comedy, but watching a very racist comedy makes it all the worse...
1181	Complements the awfulness of its protagonists' Caucasian camouflage with putrid bathroom humor, pitiable romance and brainless racial/social commentary.
1182	Odds on you know what you're in for, so if you're prepared to shell out your reddies for it, you'll find it amicable enough.
1183	Think Mean Girls rewritten by Joe Piscopo.
1184	All in all, it's rather pleasant, but nothing else.
1185	The movie needs the stars' charm and director Richard Loncraine's polish, because the faulty script is just barely good enough to hold us for 100 minutes.
1186	A pleasant enough entertainment at a time when movies either pleasant or entertaining are in short supply.
1187	[A] reluctant thumbs down.
1188	The kind of movie that allows the non-cynical movie-goer to sit back and relax in the presence of actors who work well with each other and a script whose familiarity is an asset.
1189	Slick, satisfying entertainment.
1190	Works better as a sports movie than a love match.
1191	An enjoyable little crowd-pleaser with likable leads and a few good laughs.
1192	The story plays out predictably with a happy ending -- think The Natural on Wimbledon's Centre Court -- and all in all, it's a decent romantic comedy.
1193	You aren't likely to see a film with more warmth and good humor anytime soon, or one that does more to give feel good filmmaking a good name.
1194	Do we really need to see another film where a gorgeous, talented and desired American woman is whisked away by a stammering insecure British man with an inner monologue?
1195	Lobs nothing but clichés.
1196	After seeing these natural wonders, the elaborate special effects of such films as The Hulk and The Matrix Reloaded will seem like cheap parlor tricks.
1197	The photography is radiant.
1198	Flight as sheer freedom couldn't be better demonstrated.
1199	A film that will leave you dreaming about what it would be like to step off the edge of the world and discover you could fly.
1200	A life-affirming story that's enthralling, inspiring and poignant.
1201	It's a beautiful and oddly restful experience.
1202	As pretty and light as a feather on the wind.
1203	Jacques Perrin's spectacular documentary takes observation a step further as he literally seems to take flight with flocks of birds as they make their annual migration.
1204	Filmed with exceptional care and remarkable photographic ingenuity, no other nature documentary is as personal and as close-up as this one to the peculiarities of birds.
1205	Craftily edited and staged, but still works as an entertaining, and visually stunning documentary.
1206	The Oscar-nominated "Winged Migration" is a virtuosi technical achievement in documentary filmmaking due to its astonishingly intimate photography of the migrations of numerous species of birds across the earth's northern and southern hemispheres.
